INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I192008548,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,438,2/2/19 1:43,2019,2,Saturday,1,Part Three,NEW ENGLAND AVE,42.29174127,-71.07717929,"(42.29174127, -71.07717929)"
I192008548,3410,Towed,TOWED MOTOR VEHICLE,B3,438,2/2/19 1:43,2019,2,Saturday,1,Part Three,NEW ENGLAND AVE,42.29174127,-71.07717929,"(42.29174127, -71.07717929)"
I192008555,3301,Verbal Disputes,VERBAL DISPUTE,B3,464,2/2/19 3:13,2019,2,Saturday,3,Part Three,GREENOCK ST,42.2904245,-71.09049092,"(42.29042450, -71.09049092)"
I192008565,3114,Investigate Property,INVESTIGATE PROPERTY,B3,436,2/2/19 4:13,2019,2,Saturday,4,Part Three,NORFOLK ST,42.28996858,-71.0723254,"(42.28996858, -71.07232540)"
I192008586,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,B3,943,2/2/19 9:40,2019,2,Saturday,9,Part Two,STANDARD ST,42.27661501,-71.08029831,"(42.27661501, -71.08029831)"
I192008586,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,943,2/2/19 9:40,2019,2,Saturday,9,Part Two,STANDARD ST,42.27661501,-71.08029831,"(42.27661501, -71.08029831)"
I192008586,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,B3,943,2/2/19 9:40,2019,2,Saturday,9,Part Two,STANDARD ST,42.27661501,-71.08029831,"(42.27661501, -71.08029831)"
I192008887,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,B3,427,2/2/19 10:00,2019,2,Saturday,10,Part Two,BLUE HILL AVE,42.27470119,-71.09344053,"(42.27470119, -71.09344053)"
I192008612,3301,Verbal Disputes,VERBAL DISPUTE,B3,469,2/2/19 11:00,2019,2,Saturday,11,Part Three,TENNIS RD,42.27615691,-71.09550303,"(42.27615691, -71.09550303)"
I192008657,617,Larceny,LARCENY THEFT FROM BUILDING,B3,427,2/2/19 12:47,2019,2,Saturday,12,Part One,BLUE HILL AVE,42.2777688,-71.09334841,"(42.27776880, -71.09334841)"
I192008688,3201,Property Lost,PROPERTY - LOST,B3,475,2/2/19 15:30,2019,2,Saturday,15,Part Three,HALLOWELL ST,42.27127755,-71.10112082,"(42.27127755, -71.10112082)"
I192008668,3201,Property Lost,PROPERTY - LOST,B3,464,2/2/19 15:30,2019,2,Saturday,15,Part Three,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)"
I192008682,3301,Verbal Disputes,VERBAL DISPUTE,B3,451,2/2/19 15:35,2019,2,Saturday,15,Part Three,W TREMLETT ST,42.29397405,-71.07470901,"(42.29397405, -71.07470901)"
I192008683,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY Â DAMAGE,B3,565,2/2/19 16:24,2019,2,Saturday,16,Part Three,KINGBIRD RD,42.29283347,-71.094296,"(42.29283347, -71.09429600)"
I192008683,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,B3,565,2/2/19 16:24,2019,2,Saturday,16,Part Two,KINGBIRD RD,42.29283347,-71.094296,"(42.29283347, -71.09429600)"
I192008701,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B3,444,2/2/19 17:16,2019,2,Saturday,17,Part Two,HARVARD ST,42.29600751,-71.08387509,"(42.29600751, -71.08387509)"
I192008709,2647,Other,THREATS TO DO BODILY HARM,B3,428,2/2/19 17:18,2019,2,Saturday,17,Part Two,WOOLSON ST,42.28121227,-71.08941724,"(42.28121227, -71.08941724)"
I192008704,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,464,2/2/19 17:20,2019,2,Saturday,17,Part Three,HARVARD ST,42.28968115,-71.09212545,"(42.28968115, -71.09212545)"
I192008710,3108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",B3,420,2/2/19 17:28,2019,2,Saturday,17,Part Three,LORNA RD,42.27663372,-71.08527294,"(42.27663372, -71.08527294)"
I192008705,619,Larceny,LARCENY ALL OTHERS,B3,434,2/2/19 17:49,2019,2,Saturday,17,Part One,NORFOLK ST,42.28567647,-71.08022781,"(42.28567647, -71.08022781)"
I192008722,3301,Verbal Disputes,VERBAL DISPUTE,B3,446,2/2/19 18:54,2019,2,Saturday,18,Part Three,NORWELL ST,42.29828416,-71.07869447,"(42.29828416, -71.07869447)"
I192008725,3301,Verbal Disputes,VERBAL DISPUTE,B3,468,2/2/19 19:01,2019,2,Saturday,19,Part Three,WELLINGTON HILL ST,42.2819874,-71.09623655,"(42.28198740, -71.09623655)"
I192008721,3301,Verbal Disputes,VERBAL DISPUTE,B3,476,2/2/19 19:08,2019,2,Saturday,19,Part Three,REGIS RD,42.27064206,-71.09587908,"(42.27064206, -71.09587908)"
I192008731,3301,Verbal Disputes,VERBAL DISPUTE,B3,456,2/2/19 19:18,2019,2,Saturday,19,Part Three,GREENWOOD ST,42.30262129,-71.07918399,"(42.30262129, -71.07918399)"
I192008729,3208,Property Lost,PROPERTY - MISSING,B3,428,2/2/19 19:22,2019,2,Saturday,19,Part Three,ASTORIA ST,42.28020477,-71.0869124,"(42.28020477, -71.08691240)"
I192008744,3501,Missing Person Reported,MISSING PERSON,B3,446,2/2/19 19:40,2019,2,Saturday,19,Part Three,ATHELWOLD ST,42.29603943,-71.07717023,"(42.29603943, -71.07717023)"
I192008744,3502,Missing Person Located,MISSING PERSON - LOCATED,B3,446,2/2/19 19:40,2019,2,Saturday,19,Part Three,ATHELWOLD ST,42.29603943,-71.07717023,"(42.29603943, -71.07717023)"
I192008756,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,472,2/2/19 22:21,2019,2,Saturday,22,Part Three,BROCKTON ST,42.2713612,-71.09858228,"(42.27136120, -71.09858228)"
I192008804,3301,Verbal Disputes,VERBAL DISPUTE,B3,466,2/2/19 23:45,2019,2,Saturday,23,Part Three,ORMOND ST,42.28081966,-71.09365941,"(42.28081966, -71.09365941)"
I192008781,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,B3,426,2/3/19 1:12,2019,2,Sunday,1,Part Two,RIVER ST,42.26871441,-71.09221139,"(42.26871441, -71.09221139)"
I192008786,1300,Recovered Stolen Property,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,B3,426,2/3/19 1:53,2019,2,Sunday,1,Part Two,RIVER ST,42.26871441,-71.09221139,"(42.26871441, -71.09221139)"
I192008812,3114,Investigate Property,INVESTIGATE PROPERTY,B3,435,2/3/19 3:11,2019,2,Sunday,3,Part Three,WENTWORTH TER,42.28649435,-71.07406771,"(42.28649435, -71.07406771)"
I192008810,3114,Investigate Property,INVESTIGATE PROPERTY,B3,425,2/3/19 3:17,2019,2,Sunday,3,Part Three,BLUE HILL AVE,42.2729449,-71.09348933,"(42.27294490, -71.09348933)"
I192008988,1402,Vandalism,VANDALISM,B3,441,2/3/19 8:00,2019,2,Sunday,8,Part Two,HARVARD ST,42.29549223,-71.0858704,"(42.29549223, -71.08587040)"
I192008843,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B3,466,2/3/19 9:55,2019,2,Sunday,9,Part One,GOODALE RD,42.2836283,-71.09349553,"(42.28362830, -71.09349553)"
I192008843,3001,Medical Assistance,DEATH INVESTIGATION,B3,466,2/3/19 9:55,2019,2,Sunday,9,Part Three,GOODALE RD,42.2836283,-71.09349553,"(42.28362830, -71.09349553)"
I192008843,3410,Towed,TOWED MOTOR VEHICLE,B3,466,2/3/19 9:55,2019,2,Sunday,9,Part Three,GOODALE RD,42.2836283,-71.09349553,"(42.28362830, -71.09349553)"
I192008843,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B3,466,2/3/19 9:55,2019,2,Sunday,9,Part Two,GOODALE RD,42.2836283,-71.09349553,"(42.28362830, -71.09349553)"
I192008855,3114,Investigate Property,INVESTIGATE PROPERTY,B3,922,2/3/19 10:27,2019,2,Sunday,10,Part Three,RIVER ST,42.27172014,-71.07850174,"(42.27172014, -71.07850174)"
I192009202,3201,Property Lost,PROPERTY - LOST,B3,426,2/3/19 12:00,2019,2,Sunday,12,Part Three,RIVER ST,42.268024,-71.09301057,"(42.26802400, -71.09301057)"
I192009236,724,Auto Theft,AUTO THEFT,B3,457,2/3/19 15:00,2019,2,Sunday,15,Part One,ESMOND ST,42.29861988,-71.08511004,"(42.29861988, -71.08511004)"
I192008914,3301,Verbal Disputes,VERBAL DISPUTE,B3,465,2/3/19 15:46,2019,2,Sunday,15,Part Three,JOHNSTON RD,42.28750526,-71.09212143,"(42.28750526, -71.09212143)"
I192008902,3410,Towed,TOWED MOTOR VEHICLE,B3,466,2/3/19 15:58,2019,2,Sunday,15,Part Three,GOODALE RD,42.2836283,-71.09349553,"(42.28362830, -71.09349553)"
I192010310,2005,Offenses Against Child / Family,CHILD ENDANGERMENT,B3,444,2/3/19 16:34,2019,2,Sunday,16,Part Two,WALES ST,42.29752097,-71.08502291,"(42.29752097, -71.08502291)"
I192008951,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,469,2/3/19 18:00,2019,2,Sunday,18,Part Three,TENNIS RD,42.27615691,-71.09550303,"(42.27615691, -71.09550303)"
I192008973,1402,Vandalism,VANDALISM,B3,464,2/3/19 19:00,2019,2,Sunday,19,Part Two,FABYAN ST,42.28976255,-71.09089843,"(42.28976255, -71.09089843)"
I192008941,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,465,2/3/19 19:49,2019,2,Sunday,19,Part Three,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
I192008943,2629,Harassment,HARASSMENT,B3,445,2/3/19 20:05,2019,2,Sunday,20,Part Two,GREENWOOD ST,42.29716347,-71.07954018,"(42.29716347, -71.07954018)"
I192009191,1402,Vandalism,VANDALISM,B3,455,2/3/19 20:30,2019,2,Sunday,20,Part Two,NORWELL ST,42.30132851,-71.07870873,"(42.30132851, -71.07870873)"
I192009000,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,B3,444,2/3/19 23:25,2019,2,Sunday,23,Part Two,ESMOND ST,42.29861988,-71.08511004,"(42.29861988, -71.08511004)"
I192009045,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY Â DAMAGE,B3,469,2/3/19 23:30,2019,2,Sunday,23,Part Three,WALK HILL ST,42.27991636,-71.09674377,"(42.27991636, -71.09674377)"
I192009024,3115,Investigate Person,INVESTIGATE PERSON,B3,455,2/4/19 0:23,2019,2,Monday,0,Part Three,NORWELL ST,42.30027796,-71.07883962,"(42.30027796, -71.07883962)"
I192009012,3115,Investigate Person,INVESTIGATE PERSON,B3,449,2/4/19 0:35,2019,2,Monday,0,Part Three,MILLET ST,42.29210002,-71.07634761,"(42.29210002, -71.07634761)"
I192009021,3114,Investigate Property,INVESTIGATE PROPERTY,B3,476,2/4/19 0:50,2019,2,Monday,0,Part Three,CUMMINS HWY,42.26894762,-71.09608344,"(42.26894762, -71.09608344)"
I192013686,3201,Property Lost,PROPERTY - LOST,B3,469,2/4/19 1:00,2019,2,Monday,1,Part Three,WALK HILL ST,42.2790573,-71.09584789,"(42.27905730, -71.09584789)"
I192009038,3410,Towed,TOWED MOTOR VEHICLE,B3,458,2/4/19 2:40,2019,2,Monday,2,Part Three,ELLINGTON ST,42.3019742,-71.08383388,"(42.30197420, -71.08383388)"
I192009038,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B3,458,2/4/19 2:40,2019,2,Monday,2,Part Two,ELLINGTON ST,42.3019742,-71.08383388,"(42.30197420, -71.08383388)"
I192009038,2905,Violations,VAL - OPERATING WITHOUT LICENSE,B3,458,2/4/19 2:40,2019,2,Monday,2,Part Two,ELLINGTON ST,42.3019742,-71.08383388,"(42.30197420, -71.08383388)"
I192009038,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,B3,458,2/4/19 2:40,2019,2,Monday,2,Part Two,ELLINGTON ST,42.3019742,-71.08383388,"(42.30197420, -71.08383388)"
I192009330,3205,License Plate Related Incidents,M/V PLATES - LOST,B3,439,2/4/19 7:00,2019,2,Monday,7,Part Three,FLOYD ST,42.28952852,-71.08851422,"(42.28952852, -71.08851422)"
I192009077,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,458,2/4/19 7:38,2019,2,Monday,7,Part Three,WOLCOTT ST,42.30273607,-71.08248544,"(42.30273607, -71.08248544)"
I192009063,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY Â DAMAGE,B3,470,2/4/19 8:14,2019,2,Monday,8,Part Three,WEST ST,42.26128526,-71.1215525,"(42.26128526, -71.12155250)"
I192009067,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,B3,456,2/4/19 8:44,2019,2,Monday,8,Part Three,GREENWOOD ST,42.30043155,-71.07988533,"(42.30043155, -71.07988533)"
I192009069,3410,Towed,TOWED MOTOR VEHICLE,B3,445,2/4/19 8:45,2019,2,Monday,8,Part Three,GREENWOOD ST,42.29806655,-71.07967703,"(42.29806655, -71.07967703)"
I192009096,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,435,2/4/19 9:55,2019,2,Monday,9,Part One,DARLINGTON ST,42.28861662,-71.0755659,"(42.28861662, -71.07556590)"
I192009086,3115,Investigate Person,INVESTIGATE PERSON,B3,439,2/4/19 10:15,2019,2,Monday,10,Part Three,TALBOT AVE,42.29268711,-71.08038427,"(42.29268711, -71.08038427)"
I192009131,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,435,2/4/19 11:52,2019,2,Monday,11,Part Two,PEACEVALE RD,42.28716674,-71.07633479,"(42.28716674, -71.07633479)"
I192009664,423,Aggravated Assault,ASSAULT - AGGRAVATED,B3,435,2/4/19 13:28,2019,2,Monday,13,Part One,PEACEVALE RD,42.28716674,-71.07633479,"(42.28716674, -71.07633479)"
I192009181,3114,Investigate Property,INVESTIGATE PROPERTY,B3,441,2/4/19 15:17,2019,2,Monday,15,Part Three,TALBOT AVE,42.29453954,-71.0866989,"(42.29453954, -71.08669890)"
I192009255,3620,Other,REPORT AFFECTING OTHER DEPTS.,B3,456,2/4/19 17:52,2019,2,Monday,17,Part Three,ERIE ST,42.30272114,-71.07976167,"(42.30272114, -71.07976167)"
I192009252,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,B3,444,2/4/19 18:28,2019,2,Monday,18,Part Three,HARVARD ST,42.29581572,-71.08488254,"(42.29581572, -71.08488254)"
I182039435,3125,Warrant Arrests,WARRANT ARREST,B3,464,2/4/19 19:00,2019,2,Monday,19,Part Three,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)"
I192009256,2629,Harassment,HARASSMENT,B3,469,2/4/19 19:02,2019,2,Monday,19,Part Two,ALMONT ST,42.27666319,-71.09757173,"(42.27666319, -71.09757173)"
I192009270,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,465,2/4/19 19:48,2019,2,Monday,19,Part Three,BAIRD ST,42.28574986,-71.09215334,"(42.28574986, -71.09215334)"
I192009293,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,482,2/4/19 20:22,2019,2,Monday,20,Part Three,RIVER ST,42.26681254,-71.09566961,"(42.26681254, -71.09566961)"
I192009285,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,464,2/4/19 20:50,2019,2,Monday,20,Part Three,BLUE HILL AVE,42.29105647,-71.08933752,"(42.29105647, -71.08933752)"
I192009304,423,Aggravated Assault,ASSAULT - AGGRAVATED,B3,433,2/4/19 22:09,2019,2,Monday,22,Part One,CROWELL ST,42.28297379,-71.08194011,"(42.28297379, -71.08194011)"
I192009309,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,427,2/4/19 22:37,2019,2,Monday,22,Part Three,NORFOLK ST,42.27967051,-71.08887826,"(42.27967051, -71.08887826)"
I192009311,3114,Investigate Property,INVESTIGATE PROPERTY,B3,421,2/4/19 23:13,2019,2,Monday,23,Part Three,W SELDEN ST,42.27832754,-71.0850628,"(42.27832754, -71.08506280)"
I192009895,3502,Missing Person Located,MISSING PERSON - LOCATED,B3,427,2/5/19 9:49,2019,2,Tuesday,9,Part Three,NORFOLK ST,42.27897754,-71.08954272,"(42.27897754, -71.08954272)"
I192009386,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,453,2/5/19 10:57,2019,2,Tuesday,10,Part Three,SCHOOL ST,42.29702742,-71.07576538,"(42.29702742, -71.07576538)"
I192009384,3114,Investigate Property,INVESTIGATE PROPERTY,B3,466,2/5/19 11:29,2019,2,Tuesday,11,Part Three,HARVARD ST,42.28641791,-71.0957312,"(42.28641791, -71.09573120)"
I192009398,3201,Property Lost,PROPERTY - LOST,B3,466,2/5/19 12:29,2019,2,Tuesday,12,Part Three,GOODALE RD,42.2836283,-71.09349553,"(42.28362830, -71.09349553)"
I192009486,3114,Investigate Property,INVESTIGATE PROPERTY,B3,466,2/5/19 16:11,2019,2,Tuesday,16,Part Three,WELLINGTON HILL ST,42.28338795,-71.09639406,"(42.28338795, -71.09639406)"
I192009517,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,444,2/5/19 17:12,2019,2,Tuesday,17,Part One,ESMOND ST,42.29861988,-71.08511004,"(42.29861988, -71.08511004)"
I192009517,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,444,2/5/19 17:12,2019,2,Tuesday,17,Part Two,ESMOND ST,42.29861988,-71.08511004,"(42.29861988, -71.08511004)"
I192009543,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,B3,425,2/5/19 17:23,2019,2,Tuesday,17,Part Three,BABSON ST,42.27267557,-71.09192911,"(42.27267557, -71.09192911)"
I192009502,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,427,2/5/19 18:02,2019,2,Tuesday,18,Part One,EVELYN ST,42.27934055,-71.09130505,"(42.27934055, -71.09130505)"
I192009546,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,427,2/5/19 18:07,2019,2,Tuesday,18,Part Two,EVELYN ST,42.27934055,-71.09130505,"(42.27934055, -71.09130505)"
I192009546,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,B3,427,2/5/19 18:07,2019,2,Tuesday,18,Part Two,EVELYN ST,42.27934055,-71.09130505,"(42.27934055, -71.09130505)"
I192009546,1300,Recovered Stolen Property,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,B3,427,2/5/19 18:07,2019,2,Tuesday,18,Part Two,EVELYN ST,42.27934055,-71.09130505,"(42.27934055, -71.09130505)"
I192009546,2610,Other,TRESPASSING,B3,427,2/5/19 18:07,2019,2,Tuesday,18,Part Two,EVELYN ST,42.27934055,-71.09130505,"(42.27934055, -71.09130505)"
I192009546,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",B3,427,2/5/19 18:07,2019,2,Tuesday,18,Part Two,EVELYN ST,42.27934055,-71.09130505,"(42.27934055, -71.09130505)"
I192009521,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,407,2/5/19 19:00,2019,2,Tuesday,19,Part Two,OLD MORTON ST,42.27294749,-71.07154272,"(42.27294749, -71.07154272)"
I192009541,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,B3,565,2/5/19 19:00,2019,2,Tuesday,19,Part Two,BLUE JAY CIR,42.28836479,-71.09597756,"(42.28836479, -71.09597756)"
I192009553,2647,Other,THREATS TO DO BODILY HARM,B3,449,2/5/19 20:17,2019,2,Tuesday,20,Part Two,WHEATLAND AVE,42.29286008,-71.07617677,"(42.29286008, -71.07617677)"
I192009561,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,469,2/5/19 21:02,2019,2,Tuesday,21,Part Three,FOTTLER RD,42.27840639,-71.09572184,"(42.27840639, -71.09572184)"
I192011094,619,Larceny,LARCENY ALL OTHERS,B3,476,2/5/19 23:32,2019,2,Tuesday,23,Part One,BLUE HILL AVE,42.26922278,-71.09384023,"(42.26922278, -71.09384023)"
I192011094,3115,Investigate Person,INVESTIGATE PERSON,B3,476,2/5/19 23:32,2019,2,Tuesday,23,Part Three,BLUE HILL AVE,42.26922278,-71.09384023,"(42.26922278, -71.09384023)"
I192011094,3125,Warrant Arrests,WARRANT ARREST,B3,476,2/5/19 23:32,2019,2,Tuesday,23,Part Three,BLUE HILL AVE,42.26922278,-71.09384023,"(42.26922278, -71.09384023)"
I192011094,1001,Counterfeiting,FORGERY / COUNTERFEITING,B3,476,2/5/19 23:32,2019,2,Tuesday,23,Part Two,BLUE HILL AVE,42.26922278,-71.09384023,"(42.26922278, -71.09384023)"
I192011094,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,B3,476,2/5/19 23:32,2019,2,Tuesday,23,Part Two,BLUE HILL AVE,42.26922278,-71.09384023,"(42.26922278, -71.09384023)"
I192011094,2660,Other,OTHER OFFENSE,B3,476,2/5/19 23:32,2019,2,Tuesday,23,Part Two,BLUE HILL AVE,42.26922278,-71.09384023,"(42.26922278, -71.09384023)"
I192009597,3301,Verbal Disputes,VERBAL DISPUTE,B3,428,2/5/19 23:37,2019,2,Tuesday,23,Part Three,HOSMER ST,42.28079658,-71.09039724,"(42.28079658, -71.09039724)"
I192009594,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,B3,436,2/5/19 23:38,2019,2,Tuesday,23,Part Three,NORFOLK ST,42.28945401,-71.0728028,"(42.28945401, -71.07280280)"
I192009944,3201,Property Lost,PROPERTY - LOST,B3,469,2/6/19 9:00,2019,2,Wednesday,9,Part Three,TENNIS RD,42.27615691,-71.09550303,"(42.27615691, -71.09550303)"
I192009649,3115,Investigate Person,INVESTIGATE PERSON,B3,465,2/6/19 10:25,2019,2,Wednesday,10,Part Three,MORTON ST,42.2867625,-71.0935155,"(42.28676250, -71.09351550)"
I192009819,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,B3,450,2/6/19 11:12,2019,2,Wednesday,11,Part Two,WHITFIELD ST,42.29276044,-71.07486603,"(42.29276044, -71.07486603)"
I192009672,2647,Other,THREATS TO DO BODILY HARM,B3,468,2/6/19 12:26,2019,2,Wednesday,12,Part Two,OUTLOOK RD,42.28245514,-71.09448768,"(42.28245514, -71.09448768)"
I192009682,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,B3,428,2/6/19 13:12,2019,2,Wednesday,13,Part Two,SUTTON ST,42.28197224,-71.08912459,"(42.28197224, -71.08912459)"
I192009707,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,426,2/6/19 14:27,2019,2,Wednesday,14,Part Two,RIVER ST,42.26871441,-71.09221139,"(42.26871441, -71.09221139)"
I192014044,1107,Fraud,FRAUD - IMPERSONATION,B3,457,2/6/19 15:00,2019,2,Wednesday,15,Part Two,DRUMMOND ST,42.30066767,-71.08422846,"(42.30066767, -71.08422846)"
I192009719,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,466,2/6/19 15:37,2019,2,Wednesday,15,Part Three,GREENDALE RD,42.28553375,-71.09422962,"(42.28553375, -71.09422962)"
I192009741,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,450,2/6/19 15:47,2019,2,Wednesday,15,Part Three,WHITFIELD ST,42.291106,-71.07424442,"(42.29110600, -71.07424442)"
I192009798,3201,Property Lost,PROPERTY - LOST,B3,428,2/6/19 16:00,2019,2,Wednesday,16,Part Three,MORTON ST,42.28127425,-71.08654557,"(42.28127425, -71.08654557)"
I192009746,423,Aggravated Assault,ASSAULT - AGGRAVATED,B3,432,2/6/19 16:08,2019,2,Wednesday,16,Part One,MASCOT ST,42.28424514,-71.08452739,"(42.28424514, -71.08452739)"
I192009746,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,432,2/6/19 16:08,2019,2,Wednesday,16,Part Three,MASCOT ST,42.28424514,-71.08452739,"(42.28424514, -71.08452739)"
I192009828,3112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,B3,444,2/6/19 17:15,2019,2,Wednesday,17,Part Three,ESMOND ST,42.29691612,-71.08363894,"(42.29691612, -71.08363894)"
I192009776,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,B3,421,2/6/19 17:39,2019,2,Wednesday,17,Part Two,W SELDEN ST,42.27967492,-71.08381263,"(42.27967492, -71.08381263)"
I192009783,619,Larceny,LARCENY ALL OTHERS,B3,432,2/6/19 18:12,2019,2,Wednesday,18,Part One,MASCOT ST,42.28539022,-71.0845773,"(42.28539022, -71.08457730)"
I192009811,3114,Investigate Property,INVESTIGATE PROPERTY,B3,423,2/6/19 18:48,2019,2,Wednesday,18,Part Three,BRIARCLIFF TER,42.27127878,-71.08654056,"(42.27127878, -71.08654056)"
I192009813,3301,Verbal Disputes,VERBAL DISPUTE,B3,457,2/6/19 19:34,2019,2,Wednesday,19,Part Three,BLUE HILL AVE,42.30082268,-71.08589873,"(42.30082268, -71.08589873)"
I192009829,3115,Investigate Person,INVESTIGATE PERSON,B3,444,2/6/19 19:38,2019,2,Wednesday,19,Part Three,WALES ST,42.29752097,-71.08502291,"(42.29752097, -71.08502291)"
I192009802,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,B3,465,2/6/19 19:43,2019,2,Wednesday,19,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
I192009922,1402,Vandalism,VANDALISM,B3,429,2/6/19 21:00,2019,2,Wednesday,21,Part Two,HARWOOD ST,42.2857651,-71.08763245,"(42.28576510, -71.08763245)"
I192009827,2647,Other,THREATS TO DO BODILY HARM,B3,436,2/6/19 21:05,2019,2,Wednesday,21,Part Two,NORFOLK ST,42.28915232,-71.07346,"(42.28915232, -71.07346000)"
I192009845,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,565,2/6/19 21:59,2019,2,Wednesday,21,Part Three,AMERICAN LEGION HWY,42.29385183,-71.09373071,"(42.29385183, -71.09373071)"
I192009847,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,445,2/6/19 22:12,2019,2,Wednesday,22,Part Three,GREENWOOD ST,42.29938391,-71.0798714,"(42.29938391, -71.07987140)"
I192009912,2629,Harassment,HARASSMENT,B3,439,2/7/19 8:30,2019,2,Thursday,8,Part Two,STRATTON ST,42.28933096,-71.08351742,"(42.28933096, -71.08351742)"
I192010999,2647,Other,THREATS TO DO BODILY HARM,B3,453,2/7/19 9:30,2019,2,Thursday,9,Part Two,SCHOOL ST,42.29702742,-71.07576538,"(42.29702742, -71.07576538)"
I192009909,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,B3,454,2/7/19 10:12,2019,2,Thursday,10,Part Two,HARVARD ST,42.298695,-71.07555206,"(42.29869500, -71.07555206)"
I192009923,3301,Verbal Disputes,VERBAL DISPUTE,B3,425,2/7/19 10:28,2019,2,Thursday,10,Part Three,BABSON ST,42.27193751,-71.0921354,"(42.27193751, -71.09213540)"
