INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I152096035,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,456,11/19/15 12:26,2015,11,Thursday,12,Part Two,GLENWAY ST,42.30018979,-71.08244261,"(42.30018979, -71.08244261)"
I152096063,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,464,11/19/15 11:58,2015,11,Thursday,11,Part Three,BLUE HILL AVE,42.28923915,-71.0899434,"(42.28923915, -71.08994340)"
I152096417,3830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,B3,437,11/19/15 11:45,2015,11,Thursday,11,Part Three,NEW ENGLAND AVE,42.288705,-71.07810765,"(42.28870500, -71.07810765)"
I152096004,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,432,11/19/15 11:05,2015,11,Thursday,11,Part Two,MASCOT ST,42.28633596,-71.08500149,"(42.28633596, -71.08500149)"
I152096004,3170,Other,INTIMIDATING WITNESS,B3,432,11/19/15 11:05,2015,11,Thursday,11,Part Three,MASCOT ST,42.28633596,-71.08500149,"(42.28633596, -71.08500149)"
I152096004,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,432,11/19/15 11:05,2015,11,Thursday,11,Part One,MASCOT ST,42.28633596,-71.08500149,"(42.28633596, -71.08500149)"
I152096036,2657,Other,VIOLATION - CITY ORDINANCE,B3,437,11/19/15 10:47,2015,11,Thursday,10,Part Two,NEW ENGLAND AVE,42.288705,-71.07810765,"(42.28870500, -71.07810765)"
I152096003,3301,Verbal Disputes,VERBAL DISPUTE,B3,437,11/19/15 10:18,2015,11,Thursday,10,Part Three,NEW ENGLAND AVE,42.288705,-71.07810765,"(42.28870500, -71.07810765)"
I152095977,1510,Firearm Violations,WEAPON - FIREARM - OTHER VIOLATION,B3,436,11/19/15 9:36,2015,11,Thursday,9,Part Two,TORREY ST,42.28761226,-71.07166865,"(42.28761226, -71.07166865)"
I152095977,3119,Firearm Discovery,FIREARM/WEAPON - FOUND OR CONFISCATED,B3,436,11/19/15 9:36,2015,11,Thursday,9,Part Three,TORREY ST,42.28761226,-71.07166865,"(42.28761226, -71.07166865)"
I152095941,1402,Vandalism,VANDALISM,B3,444,11/19/15 7:37,2015,11,Thursday,7,Part Two,ABBOT ST,42.29686162,-71.08584183,"(42.29686162, -71.08584183)"
I152095921,1402,Vandalism,VANDALISM,B3,442,11/19/15 4:47,2015,11,Thursday,4,Part Two,KERWIN ST,42.29356132,-71.08129517,"(42.29356132, -71.08129517)"
I152096132,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B3,412,11/19/15 4:00,2015,11,Thursday,4,Part One,MORTON ST,42.27919289,-71.08072035,"(42.27919289, -71.08072035)"
I152097438,619,Larceny,LARCENY ALL OTHERS,B3,434,11/19/15 0:00,2015,11,Thursday,0,Part One,MILTON AVE,42.28576135,-71.07801426,"(42.28576135, -71.07801426)"
I152095887,3301,Verbal Disputes,VERBAL DISPUTE,B3,418,11/18/15 22:24,2015,11,Wednesday,22,Part Three,MAXWELL ST,42.28220579,-71.07791871,"(42.28220579, -71.07791871)"
I152095885,613,Larceny,LARCENY SHOPLIFTING,B3,458,11/18/15 21:54,2015,11,Wednesday,21,Part One,BLUE HILL AVE,42.30238881,-71.08539388,"(42.30238881, -71.08539388)"
I152095888,1402,Vandalism,VANDALISM,B3,427,11/18/15 21:02,2015,11,Wednesday,21,Part Two,FESSENDEN ST,42.27855984,-71.09199697,"(42.27855984, -71.09199697)"
I152095961,1402,Vandalism,VANDALISM,B3,457,11/18/15 21:00,2015,11,Wednesday,21,Part Two,CHARLOTTE ST,42.29944216,-71.08489748,"(42.29944216, -71.08489748)"
I152095870,3501,Missing Person Reported,MISSING PERSON,B3,455,11/18/15 20:28,2015,11,Wednesday,20,Part Three,NORWELL ST,42.30132851,-71.07870873,"(42.30132851, -71.07870873)"
I152095870,3502,Missing Person Located,MISSING PERSON - LOCATED,B3,455,11/18/15 20:28,2015,11,Wednesday,20,Part Three,NORWELL ST,42.30132851,-71.07870873,"(42.30132851, -71.07870873)"
I152095886,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,B3,444,11/18/15 19:10,2015,11,Wednesday,19,Part Two,BICKNELL ST,42.29746606,-71.0827431,"(42.29746606, -71.08274310)"
I152095842,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,B3,432,11/18/15 19:09,2015,11,Wednesday,19,Part Two,CARLOS ST,42.28691518,-71.0851206,"(42.28691518, -71.08512060)"
I152095839,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,431,11/18/15 18:54,2015,11,Wednesday,18,Part Three,CALLENDER ST,42.28785393,-71.08679684,"(42.28785393, -71.08679684)"
I152095844,3160,Fire Related Reports,"FIRE REPORT - CAR, BRUSH, ETC.",B3,466,11/18/15 17:55,2015,11,Wednesday,17,Part Three,ORMOND ST,42.28081966,-71.09365941,"(42.28081966, -71.09365941)"
I152095819,3502,Missing Person Located,MISSING PERSON - LOCATED,B3,431,11/18/15 17:41,2015,11,Wednesday,17,Part Three,IRMA ST,42.28702169,-71.08754609,"(42.28702169, -71.08754609)"
I152095819,3501,Missing Person Reported,MISSING PERSON,B3,431,11/18/15 17:41,2015,11,Wednesday,17,Part Three,IRMA ST,42.28702169,-71.08754609,"(42.28702169, -71.08754609)"
I152095969,619,Larceny,LARCENY ALL OTHERS,B3,454,11/18/15 17:30,2015,11,Wednesday,17,Part One,ARVALE RD,42.29953096,-71.07492912,"(42.29953096, -71.07492912)"
I152095817,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B3,406,11/18/15 17:00,2015,11,Wednesday,17,Part One,RIVER ST,42.27148263,-71.07564385,"(42.27148263, -71.07564385)"
I152097591,2628,Phone Call Complaints,OBSCENE PHONE CALLS,B3,457,11/18/15 16:00,2015,11,Wednesday,16,Part Two,MCLELLAN ST,42.29896425,-71.08305246,"(42.29896425, -71.08305246)"
I152095997,1402,Vandalism,VANDALISM,B3,442,11/18/15 15:00,2015,11,Wednesday,15,Part Two,BERNARD ST,42.29282591,-71.07966513,"(42.29282591, -71.07966513)"
I152095772,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,433,11/18/15 14:51,2015,11,Wednesday,14,Part One,EVANS ST,42.28176871,-71.0827866,"(42.28176871, -71.08278660)"
I152095772,2647,Other,THREATS TO DO BODILY HARM,B3,433,11/18/15 14:51,2015,11,Wednesday,14,Part Two,EVANS ST,42.28176871,-71.0827866,"(42.28176871, -71.08278660)"
I152095772,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,433,11/18/15 14:51,2015,11,Wednesday,14,Part Two,EVANS ST,42.28176871,-71.0827866,"(42.28176871, -71.08278660)"
I152095772,2403,Disorderly Conduct,DISTURBING THE PEACE,B3,433,11/18/15 14:51,2015,11,Wednesday,14,Part Two,EVANS ST,42.28176871,-71.0827866,"(42.28176871, -71.08278660)"
I152095773,301,Robbery,ROBBERY - STREET,B3,459,11/18/15 14:43,2015,11,Wednesday,14,Part One,SEAVER ST,42.30302875,-71.0807146,"(42.30302875, -71.08071460)"
I152095742,1107,Fraud,FRAUD - IMPERSONATION,B3,407,11/18/15 13:43,2015,11,Wednesday,13,Part Two,RIVER ST,42.27197865,-71.07096728,"(42.27197865, -71.07096728)"
I152095734,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,B3,444,11/18/15 13:22,2015,11,Wednesday,13,Part One,BICKNELL ST,42.29746606,-71.0827431,"(42.29746606, -71.08274310)"
I152095749,3112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,B3,457,11/18/15 13:14,2015,11,Wednesday,13,Part Three,FOWLER ST,42.30006755,-71.0833691,"(42.30006755, -71.08336910)"
I152095710,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,B3,429,11/18/15 11:39,2015,11,Wednesday,11,Part One,MORTON ST,42.28240525,-71.08822727,"(42.28240525, -71.08822727)"
I152095689,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,446,11/18/15 10:03,2015,11,Wednesday,10,Part Three,NORWELL ST,42.29828416,-71.07869447,"(42.29828416, -71.07869447)"
I152095700,3503,Missing Person Located,MISSING PERSON - NOT REPORTED - LOCATED,B3,463,11/18/15 10:02,2015,11,Wednesday,10,Part Three,LORNE ST,42.29352763,-71.09037783,"(42.29352763, -71.09037783)"
I152095675,3114,Investigate Property,INVESTIGATE PROPERTY,B3,450,11/18/15 8:48,2015,11,Wednesday,8,Part Three,WHITFIELD ST,42.29276044,-71.07486603,"(42.29276044, -71.07486603)"
I152095732,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,B3,444,11/18/15 8:44,2015,11,Wednesday,8,Part One,BICKNELL ST,42.29746606,-71.0827431,"(42.29746606, -71.08274310)"
I152095673,3114,Investigate Property,INVESTIGATE PROPERTY,B3,459,11/18/15 8:39,2015,11,Wednesday,8,Part Three,COLUMBIA RD,42.30370171,-71.08285843,"(42.30370171, -71.08285843)"
I152095661,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B3,466,11/18/15 7:31,2015,11,Wednesday,7,Part One,DEERING RD,42.28553308,-71.09580077,"(42.28553308, -71.09580077)"
I152095659,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,B3,437,11/18/15 6:56,2015,11,Wednesday,6,Part Two,NORFOLK ST,42.28828038,-71.07652688,"(42.28828038, -71.07652688)"
I152095701,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,446,11/17/15 22:08,2015,11,Tuesday,22,Part Three,MILLET ST,42.29646128,-71.07764876,"(42.29646128, -71.07764876)"
I152095601,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,B3,445,11/17/15 20:31,2015,11,Tuesday,20,Part Two,GREENWOOD ST,42.30007731,-71.07990164,"(42.30007731, -71.07990164)"
I152096734,2647,Other,THREATS TO DO BODILY HARM,B3,466,11/17/15 20:00,2015,11,Tuesday,20,Part Two,MORTON ST,42.28560167,-71.0931713,"(42.28560167, -71.09317130)"
I152095580,3301,Verbal Disputes,VERBAL DISPUTE,B3,417,11/17/15 19:08,2015,11,Tuesday,19,Part Three,ROCKWELL ST,42.28339069,-71.07388628,"(42.28339069, -71.07388628)"
I152095534,3115,Investigate Person,INVESTIGATE PERSON,B3,431,11/17/15 16:41,2015,11,Tuesday,16,Part Three,ARBUTUS ST,42.28741775,-71.08787231,"(42.28741775, -71.08787231)"
I152095533,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,B3,457,11/17/15 15:57,2015,11,Tuesday,15,Part Three,BRADSHAW ST,42.29849666,-71.08376415,"(42.29849666, -71.08376415)"
I152096753,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,427,11/17/15 15:30,2015,11,Tuesday,15,Part Three,BABSON ST,42.27595146,-71.09248845,"(42.27595146, -71.09248845)"
I152095494,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,444,11/17/15 15:14,2015,11,Tuesday,15,Part Three,BLUE HILL AVE,42.2957638,-71.08756002,"(42.29576380, -71.08756002)"
I152095441,1300,Recovered Stolen Property,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,B3,464,11/17/15 13:01,2015,11,Tuesday,13,Part Two,BLUE HILL AVE,42.29171816,-71.08911807,"(42.29171816, -71.08911807)"
I152095441,619,Larceny,LARCENY ALL OTHERS,B3,464,11/17/15 13:01,2015,11,Tuesday,13,Part One,BLUE HILL AVE,42.29171816,-71.08911807,"(42.29171816, -71.08911807)"
I152095440,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,438,11/17/15 12:12,2015,11,Tuesday,12,Part One,COLONIAL AVE,42.29040923,-71.07693574,"(42.29040923, -71.07693574)"
I152095784,611,Larceny,LARCENY PICK-POCKET,B3,466,11/17/15 11:00,2015,11,Tuesday,11,Part One,BLUE HILL AVE,42.28174231,-71.09241594,"(42.28174231, -71.09241594)"
I152095784,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,466,11/17/15 11:00,2015,11,Tuesday,11,Part One,BLUE HILL AVE,42.28174231,-71.09241594,"(42.28174231, -71.09241594)"
I152095503,1001,Counterfeiting,FORGERY / COUNTERFEITING,B3,476,11/17/15 10:30,2015,11,Tuesday,10,Part Two,BLUE HILL AVE,42.26922278,-71.09384023,"(42.26922278, -71.09384023)"
I152095383,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,B3,429,11/17/15 7:41,2015,11,Tuesday,7,Part Three,MORTON ST,42.281641,-71.086942,"(42.28164100, -71.08694200)"
I152095361,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,463,11/17/15 3:19,2015,11,Tuesday,3,Part Three,BLUE HILL AVE,42.29330376,-71.0885899,"(42.29330376, -71.08858990)"
I152095538,3114,Investigate Property,INVESTIGATE PROPERTY,B3,444,11/17/15 3:00,2015,11,Tuesday,3,Part Three,BICKNELL ST,42.29746606,-71.0827431,"(42.29746606, -71.08274310)"
I152095354,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,B3,432,11/17/15 2:07,2015,11,Tuesday,2,Part Two,CARLOS ST,42.28691518,-71.0851206,"(42.28691518, -71.08512060)"
I152095348,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,421,11/17/15 1:10,2015,11,Tuesday,1,Part Three,W SELDEN ST,42.27967492,-71.08381263,"(42.27967492, -71.08381263)"
I152095352,3301,Verbal Disputes,VERBAL DISPUTE,B3,442,11/17/15 1:06,2015,11,Tuesday,1,Part Three,W PARK ST,42.29417473,-71.07932209,"(42.29417473, -71.07932209)"
I152098131,2647,Other,THREATS TO DO BODILY HARM,B3,444,11/17/15 1:00,2015,11,Tuesday,1,Part Two,BICKNELL ST,42.29746606,-71.0827431,"(42.29746606, -71.08274310)"
I152095343,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,B3,424,11/16/15 23:35,2015,11,Monday,23,Part Two,GLADESIDE TER,42.27307979,-71.08735708,"(42.27307979, -71.08735708)"
I152095328,3207,Property Found,PROPERTY - FOUND,B3,427,11/16/15 23:14,2015,11,Monday,23,Part Three,FESSENDEN ST,42.27855984,-71.09199697,"(42.27855984, -71.09199697)"
I152095324,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,428,11/16/15 22:34,2015,11,Monday,22,Part Two,BLUE HILL AVE,42.2832657,-71.09168904,"(42.28326570, -71.09168904)"
I152095315,3125,Warrant Arrests,WARRANT ARREST,B3,466,11/16/15 22:11,2015,11,Monday,22,Part Three,DEERING RD,42.28414025,-71.09305138,"(42.28414025, -71.09305138)"
I152095315,1503,Firearm Violations,"WEAPON - OTHER - CARRYING / POSSESSING, ETC",B3,466,11/16/15 22:11,2015,11,Monday,22,Part Two,DEERING RD,42.28414025,-71.09305138,"(42.28414025, -71.09305138)"
I152095315,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",B3,466,11/16/15 22:11,2015,11,Monday,22,Part Two,DEERING RD,42.28414025,-71.09305138,"(42.28414025, -71.09305138)"
I152095283,2906,Violations,VAL - OPERATING UNREG/UNINS Â CAR,B3,450,11/16/15 19:55,2015,11,Monday,19,Part Two,TALBOT AVE,42.29041538,-71.07269542,"(42.29041538, -71.07269542)"
I152095289,2647,Other,THREATS TO DO BODILY HARM,B3,442,11/16/15 19:41,2015,11,Monday,19,Part Two,WESTCOTT ST,42.29321805,-71.07886455,"(42.29321805, -71.07886455)"
I152095266,617,Larceny,LARCENY THEFT FROM BUILDING,B3,473,11/16/15 19:28,2015,11,Monday,19,Part One,HEBRON ST,42.27554043,-71.10480965,"(42.27554043, -71.10480965)"
I152095435,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,464,11/16/15 19:00,2015,11,Monday,19,Part One,GREENOCK ST,42.2904245,-71.09049092,"(42.29042450, -71.09049092)"
I152095235,3502,Missing Person Located,MISSING PERSON - LOCATED,B3,427,11/16/15 16:40,2015,11,Monday,16,Part Three,EVELYN ST,42.27934055,-71.09130505,"(42.27934055, -71.09130505)"
I152095215,561,Other Burglary,BURGLARY - OTHER - ATTEMPT,B3,466,11/16/15 16:28,2015,11,Monday,16,Part One,DEERING RD,42.28553308,-71.09580077,"(42.28553308, -71.09580077)"
I152095200,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY Â DAMAGE,B3,481,11/16/15 15:55,2015,11,Monday,15,Part Three,RIVER ST,42.26726416,-71.09461109,"(42.26726416, -71.09461109)"
I152095192,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY Â DAMAGE,B3,417,11/16/15 15:21,2015,11,Monday,15,Part Three,FULLER ST,42.28154388,-71.07350542,"(42.28154388, -71.07350542)"
I152095528,619,Larceny,LARCENY ALL OTHERS,B3,565,11/16/15 15:00,2015,11,Monday,15,Part One,ESTELLA ST,42.28675567,-71.09540845,"(42.28675567, -71.09540845)"
I152095117,3115,Investigate Person,INVESTIGATE PERSON,B3,908,11/16/15 12:22,2015,11,Monday,12,Part Three,SHANDON RD,42.29505434,-71.08904077,"(42.29505434, -71.08904077)"
I152095080,542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,B3,482,11/16/15 9:32,2015,11,Monday,9,Part One,RIVER ST,42.26726416,-71.09461109,"(42.26726416, -71.09461109)"
I152095059,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,458,11/16/15 8:48,2015,11,Monday,8,Part Three,WOLCOTT ST,42.30273607,-71.08248544,"(42.30273607, -71.08248544)"
I152095055,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,481,11/16/15 7:50,2015,11,Monday,7,Part One,CUMMINS HWY,42.26857609,-71.09574826,"(42.26857609, -71.09574826)"
I152095345,3114,Investigate Property,INVESTIGATE PROPERTY,B3,431,11/16/15 2:56,2015,11,Monday,2,Part Three,ARBUTUS ST,42.28741775,-71.08787231,"(42.28741775, -71.08787231)"
I152095345,2629,Harassment,HARASSMENT,B3,431,11/16/15 2:56,2015,11,Monday,2,Part Two,ARBUTUS ST,42.28741775,-71.08787231,"(42.28741775, -71.08787231)"
I152095031,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY Â DAMAGE,B3,430,11/16/15 2:18,2015,11,Monday,2,Part Three,BLUE HILL AVE,42.28689263,-71.09047753,"(42.28689263, -71.09047753)"
I152095023,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,B3,427,11/16/15 0:54,2015,11,Monday,0,Part Two,FESSENDEN ST,42.27855984,-71.09199697,"(42.27855984, -71.09199697)"
I152095024,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,B3,446,11/16/15 0:51,2015,11,Monday,0,Part Two,ATHELWOLD ST,42.29610918,-71.07679114,"(42.29610918, -71.07679114)"
I152095021,3114,Investigate Property,INVESTIGATE PROPERTY,B3,435,11/16/15 0:07,2015,11,Monday,0,Part Three,NORFOLK ST,42.28828038,-71.07652688,"(42.28828038, -71.07652688)"
I152095010,3301,Verbal Disputes,VERBAL DISPUTE,B3,943,11/15/15 22:34,2015,11,Sunday,22,Part Three,WOODGATE ST,42.2762545,-71.07957804,"(42.27625450, -71.07957804)"
I152096390,2007,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W NO ARREST,B3,447,11/15/15 22:30,2015,11,Sunday,22,Part Two,SPENCER ST,42.29542943,-71.07661172,"(42.29542943, -71.07661172)"
I152094999,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,B3,465,11/15/15 22:22,2015,11,Sunday,22,Part Three,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
I152094996,423,Aggravated Assault,ASSAULT - AGGRAVATED,B3,427,11/15/15 21:48,2015,11,Sunday,21,Part One,FESSENDEN ST,42.27855984,-71.09199697,"(42.27855984, -71.09199697)"
I152094989,3115,Investigate Person,INVESTIGATE PERSON,B3,442,11/15/15 20:49,2015,11,Sunday,20,Part Three,WESTCOTT ST,42.29321805,-71.07886455,"(42.29321805, -71.07886455)"
I152094975,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,B3,430,11/15/15 20:07,2015,11,Sunday,20,Part Two,BLUE HILL AVE,42.28564475,-71.09085548,"(42.28564475, -71.09085548)"
I152094975,3125,Warrant Arrests,WARRANT ARREST,B3,430,11/15/15 20:07,2015,11,Sunday,20,Part Three,BLUE HILL AVE,42.28564475,-71.09085548,"(42.28564475, -71.09085548)"
I152094965,3301,Verbal Disputes,VERBAL DISPUTE,B3,413,11/15/15 19:09,2015,11,Sunday,19,Part Three,GALLIVAN BLVD,42.27846043,-71.07778192,"(42.27846043, -71.07778192)"
I152094964,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,447,11/15/15 18:46,2015,11,Sunday,18,Part Three,NORWELL ST,42.29512751,-71.07820832,"(42.29512751, -71.07820832)"
I152094982,3503,Missing Person Located,MISSING PERSON - NOT REPORTED - LOCATED,B3,908,11/15/15 18:41,2015,11,Sunday,18,Part Three,SHANDON RD,42.29505434,-71.08904077,"(42.29505434, -71.08904077)"
I152094922,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,B3,465,11/15/15 16:20,2015,11,Sunday,16,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
I152094900,3501,Missing Person Reported,MISSING PERSON,B3,945,11/15/15 13:41,2015,11,Sunday,13,Part Three,WESTVIEW ST,42.29091867,-71.08767813,"(42.29091867, -71.08767813)"
I152094900,3502,Missing Person Located,MISSING PERSON - LOCATED,B3,945,11/15/15 13:41,2015,11,Sunday,13,Part Three,WESTVIEW ST,42.29091867,-71.08767813,"(42.29091867, -71.08767813)"
I152094901,2604,Other,EXTORTION OR BLACKMAIL,B3,426,11/15/15 13:40,2015,11,Sunday,13,Part Two,RIVER ST,42.26871441,-71.09221139,"(42.26871441, -71.09221139)"
I152094907,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,445,11/15/15 13:34,2015,11,Sunday,13,Part Three,GREENWOOD ST,42.29806655,-71.07967703,"(42.29806655, -71.07967703)"
I152094908,3112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,B3,444,11/15/15 12:45,2015,11,Sunday,12,Part Three,HARVARD ST,42.29581572,-71.08488254,"(42.29581572, -71.08488254)"
I152095005,1402,Vandalism,VANDALISM,B3,434,11/15/15 12:00,2015,11,Sunday,12,Part Two,CAPEN ST,42.28340243,-71.0807974,"(42.28340243, -71.08079740)"
I152096677,2914,Violations,VAL - OPERATING W/O AUTHORIZATION LAWFUL,B3,476,11/15/15 12:00,2015,11,Sunday,12,Part Two,REGIS RD,42.27141675,-71.09499384,"(42.27141675, -71.09499384)"
I152094862,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,B3,463,11/15/15 11:30,2015,11,Sunday,11,Part Two,CALDER ST,42.29710452,-71.08807731,"(42.29710452, -71.08807731)"
I162078487,3201,Property Lost,PROPERTY - LOST,B3,435,11/15/15 10:30,2015,11,Sunday,10,Part Three,MILTON AVE,42.28410553,-71.07687268,"(42.28410553, -71.07687268)"
I152095737,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,565,11/15/15 10:30,2015,11,Sunday,10,Part Three,HARVARD ST,42.28231943,-71.09961428,"(42.28231943, -71.09961428)"
I162014456,619,Larceny,LARCENY ALL OTHERS,B3,435,11/15/15 10:00,2015,11,Sunday,10,Part One,WENTWORTH ST,42.28757867,-71.0752731,"(42.28757867, -71.07527310)"
I152094859,2647,Other,THREATS TO DO BODILY HARM,B3,467,11/15/15 9:25,2015,11,Sunday,9,Part Two,GILMER ST,42.28281074,-71.09722321,"(42.28281074, -71.09722321)"
I152097163,2914,Violations,VAL - OPERATING W/O AUTHORIZATION LAWFUL,B3,457,11/15/15 9:00,2015,11,Sunday,9,Part Two,MCLELLAN ST,42.30084929,-71.08522128,"(42.30084929, -71.08522128)"
I152094823,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,427,11/15/15 3:50,2015,11,Sunday,3,Part Three,BLUE HILL AVE,42.2777688,-71.09334841,"(42.27776880, -71.09334841)"
I152094795,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,B3,434,11/15/15 1:59,2015,11,Sunday,1,Part Two,MILTON AVE,42.28410553,-71.07687268,"(42.28410553, -71.07687268)"
I152095981,2647,Other,THREATS TO DO BODILY HARM,B3,441,11/15/15 1:15,2015,11,Sunday,1,Part Two,TALBOT AVE,42.29389648,-71.08451577,"(42.29389648, -71.08451577)"
I162008476,617,Larceny,LARCENY THEFT FROM BUILDING,B3,420,11/15/15 0:00,2015,11,Sunday,0,Part One,TIVERTON RD,42.27884982,-71.08204913,"(42.27884982, -71.08204913)"
I152095205,3115,Investigate Person,INVESTIGATE PERSON,B3,470,11/15/15 0:00,2015,11,Sunday,0,Part Three,CURRIER ST,42.27760594,-71.10092298,"(42.27760594, -71.10092298)"
I152094817,3208,Property Lost,PROPERTY - MISSING,B3,442,11/14/15 21:24,2015,11,Saturday,21,Part Three,WESTCOTT ST,42.29321805,-71.07886455,"(42.29321805, -71.07886455)"
I152094709,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,B3,429,11/14/15 19:44,2015,11,Saturday,19,Part Three,LUCERNE ST,42.2841584,-71.0894298,"(42.28415840, -71.08942980)"
I152094757,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,B3,469,11/14/15 18:30,2015,11,Saturday,18,Part One,HIAWATHA RD,42.27683754,-71.0952644,"(42.27683754, -71.09526440)"
I152095145,2007,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W NO ARREST,B3,432,11/14/15 16:33,2015,11,Saturday,16,Part Two,WOODROW AVE,42.28712049,-71.08421139,"(42.28712049, -71.08421139)"
I152095557,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,B3,420,11/14/15 16:00,2015,11,Saturday,16,Part One,DOONE AVE,42.27807456,-71.08254983,"(42.27807456, -71.08254983)"
I152094635,3115,Investigate Person,INVESTIGATE PERSON,B3,476,11/14/15 15:17,2015,11,Saturday,15,Part Three,REGIS RD,42.27064206,-71.09587908,"(42.27064206, -71.09587908)"
I152094618,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,465,11/14/15 14:36,2015,11,Saturday,14,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
I152094618,3115,Investigate Person,INVESTIGATE PERSON,B3,465,11/14/15 14:36,2015,11,Saturday,14,Part Three,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
I152094603,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,B3,459,11/14/15 13:14,2015,11,Saturday,13,Part One,COLUMBIA RD,42.3051015,-71.08083089,"(42.30510150, -71.08083089)"
I152094600,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,B3,437,11/14/15 12:51,2015,11,Saturday,12,Part One,NORFOLK ST,42.28915232,-71.07346,"(42.28915232, -71.07346000)"
